Year;Country;Source;Emission
1883;Brunei;Other;0.00232
1884;Brunei;Other;0.00239
1885;Brunei;Other;0.00246
1886;Brunei;Other;0.00253
1887;Brunei;Other;0.00260
1888;Brunei;Other;0.00268
1889;Brunei;Other;0.00275
1890;Brunei;Other;0.00282
1891;Brunei;Other;0.00289
1892;Brunei;Other;0.00296
1893;Brunei;Other;0.00303
1894;Brunei;Other;0.00310
1895;Brunei;Other;0.00317
1896;Brunei;Other;0.00324
1897;Brunei;Other;0.00331
1898;Brunei;Other;0.00338
1899;Brunei;Other;0.00345
1900;Brunei;Other;0.00352
1901;Brunei;Other;0.00359
1902;Brunei;Other;0.00366
1903;Brunei;Other;0.00373
1904;Brunei;Other;0.00380
1905;Brunei;Other;0.00387
1906;Brunei;Other;0.00394
1907;Brunei;Other;0.00401
1908;Brunei;Other;0.00408
1909;Brunei;Other;0.00415
1910;Brunei;Other;0.00422
1911;Brunei;Other;0.00429
1912;Brunei;Other;0.00436
1913;Brunei;Other;0.00444
1914;Brunei;Other;0.00451
1915;Brunei;Other;0.00458
1916;Brunei;Other;0.00465
1917;Brunei;Other;0.00472
1918;Brunei;Other;0.00479
1919;Brunei;Other;0.00486
1920;Brunei;Other;0.00493
1921;Brunei;Other;0.00500
1922;Brunei;Other;0.00507
1923;Brunei;Other;0.00514
1924;Brunei;Other;0.00521
1925;Brunei;Other;0.00528
1926;Brunei;Other;0.00535
1927;Brunei;Other;0.00542
1928;Brunei;Other;0.00549
1929;Brunei;Other;0.00556
1930;Brunei;Other;0.00563
1931;Brunei;Other;0.00570
1932;Brunei;Other;0.00577
1933;Brunei;Other;0.00584
1934;Brunei;Other;0.00591
1935;Brunei;Other;0.00598
1936;Brunei;Other;0.00605
1937;Brunei;Other;0.00612
1938;Brunei;Other;0.00620
1939;Brunei;Other;0.00627
1940;Brunei;Other;0.00634
1941;Brunei;Other;0.00641
1942;Brunei;Other;0.00648
1943;Brunei;Other;0.00655
1944;Brunei;Other;0.00662
1945;Brunei;Other;0.00669
1946;Brunei;Other;0.00676
1947;Brunei;Other;0.00683
1948;Brunei;Other;0.00690
1949;Brunei;Other;0.00697
1950;Brunei;Other;0.00704
1951;Brunei;Other;0.00711
1952;Brunei;Other;0.00718
1953;Brunei;Other;0.00725
1954;Brunei;Other;0.00732
1955;Brunei;Other;0.00739
1956;Brunei;Other;0.00746
1957;Brunei;Other;0.00753
1958;Brunei;Other;0.00760
1959;Brunei;Other;0.00767
1960;Brunei;Other;0.00774
1961;Brunei;Other;0.00781
1962;Brunei;Other;0.00788
1963;Brunei;Other;0.00796
1964;Brunei;Other;0.00803
1965;Brunei;Other;0.00810
1966;Brunei;Other;0.00817
1967;Brunei;Other;0.00824
1968;Brunei;Other;0.00831
1969;Brunei;Other;0.00838
1970;Brunei;Other;0.00971
1971;Brunei;Other;0.00903
1972;Brunei;Other;0.01030
1973;Brunei;Other;0.01080
1974;Brunei;Other;0.00915
1975;Brunei;Other;0.00805
1976;Brunei;Other;0.00814
1977;Brunei;Other;0.00784
1978;Brunei;Other;0.00900
1979;Brunei;Other;0.00754
1980;Brunei;Other;0.01020
1981;Brunei;Other;0.00784
1982;Brunei;Other;0.00945
1983;Brunei;Other;0.01040
1984;Brunei;Other;0.00927
1985;Brunei;Other;0.00977
1986;Brunei;Other;0.00977
1987;Brunei;Other;0.01100
1988;Brunei;Other;0.01160
1989;Brunei;Other;0.01200
1990;Brunei;Other;0.01240
1991;Brunei;Other;0.01430
1992;Brunei;Other;0.01560
1993;Brunei;Other;0.01610
1994;Brunei;Other;0.01710
1995;Brunei;Other;0.01820
1996;Brunei;Other;0.02000
1997;Brunei;Other;0.02220
1998;Brunei;Other;0.02180
1999;Brunei;Other;0.02130
2000;Brunei;Other;0.02160
2001;Brunei;Other;0.02150
2002;Brunei;Other;0.02170
2003;Brunei;Other;0.02330
2004;Brunei;Other;0.02300
2005;Brunei;Other;0.02170
2006;Brunei;Other;0.03100
2007;Brunei;Other;0.03040
2008;Brunei;Other;0.03100
2009;Brunei;Other;0.02600
2010;Brunei;Other;0.02260
2011;Brunei;Other;0.02340
2012;Brunei;Other;0.02460
2013;Brunei;Other;0.02340
2014;Brunei;Other;0.02360
2015;Brunei;Other;0.02200
2016;Brunei;Other;0.02480
2017;Brunei;Other;0.02480
2018;Brunei;Other;0.02480
1850;Cambodia;Energy;0.00694
1851;Cambodia;Energy;0.00699
1852;Cambodia;Energy;0.00704
1853;Cambodia;Energy;0.00708
1854;Cambodia;Energy;0.00713
1855;Cambodia;Energy;0.00718
1856;Cambodia;Energy;0.00722
1857;Cambodia;Energy;0.00727
1858;Cambodia;Energy;0.00731
1859;Cambodia;Energy;0.00735
1860;Cambodia;Energy;0.00740
1861;Cambodia;Energy;0.00744
1862;Cambodia;Energy;0.00748
1863;Cambodia;Energy;0.00752
1864;Cambodia;Energy;0.00756
1865;Cambodia;Energy;0.00760
1866;Cambodia;Energy;0.00765
1867;Cambodia;Energy;0.00769
1868;Cambodia;Energy;0.00773
1869;Cambodia;Energy;0.00778
1870;Cambodia;Energy;0.00782
1871;Cambodia;Energy;0.00788
1872;Cambodia;Energy;0.00794
1873;Cambodia;Energy;0.00802
1874;Cambodia;Energy;0.00811
1875;Cambodia;Energy;0.00821
1876;Cambodia;Energy;0.00830
1877;Cambodia;Energy;0.00839
1878;Cambodia;Energy;0.00848
1879;Cambodia;Energy;0.00856
1880;Cambodia;Energy;0.00862
1881;Cambodia;Energy;0.00868
1882;Cambodia;Energy;0.00874
1883;Cambodia;Energy;0.00879
1884;Cambodia;Energy;0.00885
1885;Cambodia;Energy;0.00890
1886;Cambodia;Energy;0.00895
1887;Cambodia;Energy;0.00901
1888;Cambodia;Energy;0.00906
1889;Cambodia;Energy;0.00912
1890;Cambodia;Energy;0.01020
1891;Cambodia;Energy;0.01050
1892;Cambodia;Energy;0.01090
1893;Cambodia;Energy;0.01140
1894;Cambodia;Energy;0.01180
1895;Cambodia;Energy;0.01230
1896;Cambodia;Energy;0.01280
1897;Cambodia;Energy;0.01330
1898;Cambodia;Energy;0.01390
1899;Cambodia;Energy;0.01450
1900;Cambodia;Energy;0.01510
1901;Cambodia;Energy;0.01570
1902;Cambodia;Energy;0.01650
1903;Cambodia;Energy;0.01740
1904;Cambodia;Energy;0.01830
1905;Cambodia;Energy;0.01920
1906;Cambodia;Energy;0.02010
1907;Cambodia;Energy;0.02100
1908;Cambodia;Energy;0.02180
1909;Cambodia;Energy;0.02250
1910;Cambodia;Energy;0.02310
1911;Cambodia;Energy;0.02350
1912;Cambodia;Energy;0.02400
1913;Cambodia;Energy;0.02440
1914;Cambodia;Energy;0.02480
1915;Cambodia;Energy;0.02520
1916;Cambodia;Energy;0.02550
1917;Cambodia;Energy;0.02580
1918;Cambodia;Energy;0.02600
1919;Cambodia;Energy;0.02620
1920;Cambodia;Energy;0.02640
1921;Cambodia;Energy;0.02650
1922;Cambodia;Energy;0.02660
1923;Cambodia;Energy;0.02660
1924;Cambodia;Energy;0.02670
1925;Cambodia;Energy;0.02680
1926;Cambodia;Energy;0.02680
1927;Cambodia;Energy;0.02690
1928;Cambodia;Energy;0.02700
1929;Cambodia;Energy;0.02710
1930;Cambodia;Energy;0.02720
1931;Cambodia;Energy;0.02740
1932;Cambodia;Energy;0.02790
1933;Cambodia;Energy;0.02860
1934;Cambodia;Energy;0.02940
1935;Cambodia;Energy;0.03030
1936;Cambodia;Energy;0.03140
1937;Cambodia;Energy;0.03250
1938;Cambodia;Energy;0.03360
1939;Cambodia;Energy;0.03470
1940;Cambodia;Energy;0.03580
1941;Cambodia;Energy;0.03680
1942;Cambodia;Energy;0.03790
1943;Cambodia;Energy;0.03910
1944;Cambodia;Energy;0.04050
1945;Cambodia;Energy;0.04200
1946;Cambodia;Energy;0.04370
1947;Cambodia;Energy;0.04570
1948;Cambodia;Energy;0.04800
1949;Cambodia;Energy;0.05070
1950;Cambodia;Energy;0.08860
1951;Cambodia;Energy;0.11500
1952;Cambodia;Energy;0.14900
1953;Cambodia;Energy;0.19400
1954;Cambodia;Energy;0.23600
1955;Cambodia;Energy;0.25900
1956;Cambodia;Energy;0.31800
1957;Cambodia;Energy;0.37500
1958;Cambodia;Energy;0.43500
1959;Cambodia;Energy;0.46800
1960;Cambodia;Energy;0.50000
1961;Cambodia;Energy;0.55600
1962;Cambodia;Energy;0.58300
1963;Cambodia;Energy;0.66700
1964;Cambodia;Energy;0.62200
1965;Cambodia;Energy;0.66200
1966;Cambodia;Energy;0.72700
1967;Cambodia;Energy;0.67800
1968;Cambodia;Energy;0.75300
1969;Cambodia;Energy;1.61000
1970;Cambodia;Energy;1.56000
1971;Cambodia;Energy;0.62500
1972;Cambodia;Energy;0.44500
1973;Cambodia;Energy;0.38000
1974;Cambodia;Energy;0.26300
1975;Cambodia;Energy;0.28900
1976;Cambodia;Energy;0.31000
1977;Cambodia;Energy;0.32700
1978;Cambodia;Energy;0.34100
1979;Cambodia;Energy;0.34000
1980;Cambodia;Energy;0.60900
1981;Cambodia;Energy;0.63600
1982;Cambodia;Energy;0.68700
1983;Cambodia;Energy;0.73000
1984;Cambodia;Energy;0.78400
1985;Cambodia;Energy;0.80500
1986;Cambodia;Energy;0.82600
1987;Cambodia;Energy;0.83500
1988;Cambodia;Energy;0.85200
1989;Cambodia;Energy;0.85600
1990;Cambodia;Energy;1.69000
1991;Cambodia;Energy;1.74000
1992;Cambodia;Energy;1.79000
1993;Cambodia;Energy;1.83000
1994;Cambodia;Energy;1.87000
1995;Cambodia;Energy;2.93000
1996;Cambodia;Energy;3.04000
1997;Cambodia;Energy;3.03000
1998;Cambodia;Energy;3.76000
1999;Cambodia;Energy;3.77000
2000;Cambodia;Energy;3.83000
2001;Cambodia;Energy;4.10000
2002;Cambodia;Energy;4.43000
2003;Cambodia;Energy;4.67000
2004;Cambodia;Energy;4.21000
2005;Cambodia;Energy;4.51000
2006;Cambodia;Energy;4.67000
2007;Cambodia;Energy;5.02000
2008;Cambodia;Energy;5.08000
2009;Cambodia;Energy;6.89000
2010;Cambodia;Energy;7.39000
2011;Cambodia;Energy;7.72000
2012;Cambodia;Energy;7.98000
2013;Cambodia;Energy;8.14000
2014;Cambodia;Energy;9.12000
2015;Cambodia;Energy;9.58000
2016;Cambodia;Energy;10.20000
2017;Cambodia;Energy;10.50000
2018;Cambodia;Energy;13.60000
1850;Cambodia;Industrial Processes and Product Use;0.00000
1851;Cambodia;Industrial Processes and Product Use;0.00000
1852;Cambodia;Industrial Processes and Product Use;0.00000
1853;Cambodia;Industrial Processes and Product Use;0.00000
1854;Cambodia;Industrial Processes and Product Use;0.00000
1855;Cambodia;Industrial Processes and Product Use;0.00000
1856;Cambodia;Industrial Processes and Product Use;0.00000
1857;Cambodia;Industrial Processes and Product Use;0.00000
1858;Cambodia;Industrial Processes and Product Use;0.00000
1859;Cambodia;Industrial Processes and Product Use;0.00000
1860;Cambodia;Industrial Processes and Product Use;0.00000
1861;Cambodia;Industrial Processes and Product Use;0.00000
1862;Cambodia;Industrial Processes and Product Use;0.00000
1863;Cambodia;Industrial Processes and Product Use;0.00000
1864;Cambodia;Industrial Processes and Product Use;0.00000
1865;Cambodia;Industrial Processes and Product Use;0.00000
1866;Cambodia;Industrial Processes and Product Use;0.00000
1867;Cambodia;Industrial Processes and Product Use;0.00000
1868;Cambodia;Industrial Processes and Product Use;0.00000
1869;Cambodia;Industrial Processes and Product Use;0.00000
1870;Cambodia;Industrial Processes and Product Use;0.00000
1871;Cambodia;Industrial Processes and Product Use;0.00000
1872;Cambodia;Industrial Processes and Product Use;0.00000
1873;Cambodia;Industrial Processes and Product Use;0.00000
1874;Cambodia;Industrial Processes and Product Use;0.00000
1875;Cambodia;Industrial Processes and Product Use;0.00000
1876;Cambodia;Industrial Processes and Product Use;0.00000
1877;Cambodia;Industrial Processes and Product Use;0.00000
1878;Cambodia;Industrial Processes and Product Use;0.00000
1879;Cambodia;Industrial Processes and Product Use;0.00000
1880;Cambodia;Industrial Processes and Product Use;0.00000
1881;Cambodia;Industrial Processes and Product Use;0.00000
1882;Cambodia;Industrial Processes and Product Use;0.00000
1883;Cambodia;Industrial Processes and Product Use;0.00000
1884;Cambodia;Industrial Processes and Product Use;0.00000
1885;Cambodia;Industrial Processes and Product Use;0.00000
1886;Cambodia;Industrial Processes and Product Use;0.00000
1887;Cambodia;Industrial Processes and Product Use;0.00000
1888;Cambodia;Industrial Processes and Product Use;0.00000
1889;Cambodia;Industrial Processes and Product Use;0.00000
1890;Cambodia;Industrial Processes and Product Use;0.00000
1891;Cambodia;Industrial Processes and Product Use;0.00000
1892;Cambodia;Industrial Processes and Product Use;0.00000
1893;Cambodia;Industrial Processes and Product Use;0.00000
1894;Cambodia;Industrial Processes and Product Use;0.00000
1895;Cambodia;Industrial Processes and Product Use;0.00000
1896;Cambodia;Industrial Processes and Product Use;0.00000
1897;Cambodia;Industrial Processes and Product Use;0.00000
1898;Cambodia;Industrial Processes and Product Use;0.00000
1899;Cambodia;Industrial Processes and Product Use;0.00000
1900;Cambodia;Industrial Processes and Product Use;0.00000
1901;Cambodia;Industrial Processes and Product Use;0.00000
1902;Cambodia;Industrial Processes and Product Use;0.00000
1903;Cambodia;Industrial Processes and Product Use;0.00000
1904;Cambodia;Industrial Processes and Product Use;0.00000
1905;Cambodia;Industrial Processes and Product Use;0.00000
1906;Cambodia;Industrial Processes and Product Use;0.00000
1907;Cambodia;Industrial Processes and Product Use;0.00001
1908;Cambodia;Industrial Processes and Product Use;0.00001
1909;Cambodia;Industrial Processes and Product Use;0.00001
1910;Cambodia;Industrial Processes and Product Use;0.00001
1911;Cambodia;Industrial Processes and Product Use;0.00001
1912;Cambodia;Industrial Processes and Product Use;0.00002
1913;Cambodia;Industrial Processes and Product Use;0.00003
1914;Cambodia;Industrial Processes and Product Use;0.00004
1915;Cambodia;Industrial Processes and Product Use;0.00005
1916;Cambodia;Industrial Processes and Product Use;0.00006
1917;Cambodia;Industrial Processes and Product Use;0.00007
1918;Cambodia;Industrial Processes and Product Use;0.00009
1919;Cambodia;Industrial Processes and Product Use;0.00010
1920;Cambodia;Industrial Processes and Product Use;0.00011
1921;Cambodia;Industrial Processes and Product Use;0.00013
1922;Cambodia;Industrial Processes and Product Use;0.00014
1923;Cambodia;Industrial Processes and Product Use;0.00016
1924;Cambodia;Industrial Processes and Product Use;0.00018
1925;Cambodia;Industrial Processes and Product Use;0.00020
1926;Cambodia;Industrial Processes and Product Use;0.00022
1927;Cambodia;Industrial Processes and Product Use;0.00024
1928;Cambodia;Industrial Processes and Product Use;0.00027
1929;Cambodia;Industrial Processes and Product Use;0.00029
1930;Cambodia;Industrial Processes and Product Use;0.00032
1931;Cambodia;Industrial Processes and Product Use;0.00035
1932;Cambodia;Industrial Processes and Product Use;0.00040
1933;Cambodia;Industrial Processes and Product Use;0.00045
1934;Cambodia;Industrial Processes and Product Use;0.00050
1935;Cambodia;Industrial Processes and Product Use;0.00056
1936;Cambodia;Industrial Processes and Product Use;0.00061
1937;Cambodia;Industrial Processes and Product Use;0.00066
1938;Cambodia;Industrial Processes and Product Use;0.00070
1939;Cambodia;Industrial Processes and Product Use;0.00072
1940;Cambodia;Industrial Processes and Product Use;0.00073
1941;Cambodia;Industrial Processes and Product Use;0.00073
1942;Cambodia;Industrial Processes and Product Use;0.00072
1943;Cambodia;Industrial Processes and Product Use;0.00071
1944;Cambodia;Industrial Processes and Product Use;0.00070
1945;Cambodia;Industrial Processes and Product Use;0.00068
1946;Cambodia;Industrial Processes and Product Use;0.00067
1947;Cambodia;Industrial Processes and Product Use;0.00066
1948;Cambodia;Industrial Processes and Product Use;0.00065
1949;Cambodia;Industrial Processes and Product Use;0.00064
1950;Cambodia;Industrial Processes and Product Use;0.00064
1951;Cambodia;Industrial Processes and Product Use;0.00101
1952;Cambodia;Industrial Processes and Product Use;0.00203
1953;Cambodia;Industrial Processes and Product Use;0.00353
1954;Cambodia;Industrial Processes and Product Use;0.00534
1955;Cambodia;Industrial Processes and Product Use;0.00732
1956;Cambodia;Industrial Processes and Product Use;0.00930
1957;Cambodia;Industrial Processes and Product Use;0.01110
1958;Cambodia;Industrial Processes and Product Use;0.01260
1959;Cambodia;Industrial Processes and Product Use;0.01360
1960;Cambodia;Industrial Processes and Product Use;0.01400
1961;Cambodia;Industrial Processes and Product Use;0.01400
1962;Cambodia;Industrial Processes and Product Use;0.01390
1963;Cambodia;Industrial Processes and Product Use;0.02980
1964;Cambodia;Industrial Processes and Product Use;0.01720
1965;Cambodia;Industrial Processes and Product Use;0.03880
1966;Cambodia;Industrial Processes and Product Use;0.04230
1967;Cambodia;Industrial Processes and Product Use;0.04210
1968;Cambodia;Industrial Processes and Product Use;0.04200
1969;Cambodia;Industrial Processes and Product Use;0.04190
1970;Cambodia;Industrial Processes and Product Use;0.03260
1971;Cambodia;Industrial Processes and Product Use;0.04360
1972;Cambodia;Industrial Processes and Product Use;0.04030
1973;Cambodia;Industrial Processes and Product Use;0.05490
1974;Cambodia;Industrial Processes and Product Use;0.04040
1975;Cambodia;Industrial Processes and Product Use;0.04040
1976;Cambodia;Industrial Processes and Product Use;0.03960
1977;Cambodia;Industrial Processes and Product Use;0.03890
1978;Cambodia;Industrial Processes and Product Use;0.01760
1979;Cambodia;Industrial Processes and Product Use;0.01980
1980;Cambodia;Industrial Processes and Product Use;0.02230
1981;Cambodia;Industrial Processes and Product Use;0.02480
1982;Cambodia;Industrial Processes and Product Use;0.02820
1983;Cambodia;Industrial Processes and Product Use;0.03100
1984;Cambodia;Industrial Processes and Product Use;0.03420
1985;Cambodia;Industrial Processes and Product Use;0.03690
1986;Cambodia;Industrial Processes and Product Use;0.03990
1987;Cambodia;Industrial Processes and Product Use;0.04280
1988;Cambodia;Industrial Processes and Product Use;0.04600
1989;Cambodia;Industrial Processes and Product Use;0.04900
1990;Cambodia;Industrial Processes and Product Use;0.05200
1991;Cambodia;Industrial Processes and Product Use;0.05520
1992;Cambodia;Industrial Processes and Product Use;0.05830
1993;Cambodia;Industrial Processes and Product Use;0.06140
1994;Cambodia;Industrial Processes and Product Use;0.06420
1995;Cambodia;Industrial Processes and Product Use;0.06840
1996;Cambodia;Industrial Processes and Product Use;0.10800
1997;Cambodia;Industrial Processes and Product Use;0.08800
1998;Cambodia;Industrial Processes and Product Use;0.08660
1999;Cambodia;Industrial Processes and Product Use;0.08670
2000;Cambodia;Industrial Processes and Product Use;0.08630
2001;Cambodia;Industrial Processes and Product Use;0.07970
2002;Cambodia;Industrial Processes and Product Use;0.07860
2003;Cambodia;Industrial Processes and Product Use;0.07810
2004;Cambodia;Industrial Processes and Product Use;0.07650
2005;Cambodia;Industrial Processes and Product Use;0.07470
2006;Cambodia;Industrial Processes and Product Use;0.07310
2007;Cambodia;Industrial Processes and Product Use;0.07020
2008;Cambodia;Industrial Processes and Product Use;0.33400
2009;Cambodia;Industrial Processes and Product Use;0.39400
2010;Cambodia;Industrial Processes and Product Use;0.33900
2011;Cambodia;Industrial Processes and Product Use;0.38000
2012;Cambodia;Industrial Processes and Product Use;0.40800
2013;Cambodia;Industrial Processes and Product Use;0.44500
2014;Cambodia;Industrial Processes and Product Use;0.57200
2015;Cambodia;Industrial Processes and Product Use;0.63800
2016;Cambodia;Industrial Processes and Product Use;0.68200
2017;Cambodia;Industrial Processes and Product Use;0.68800
2018;Cambodia;Industrial Processes and Product Use;0.69600
1850;Cambodia;Waste;0.15400
1851;Cambodia;Waste;0.15300
1852;Cambodia;Waste;0.15300
1853;Cambodia;Waste;0.15200
1854;Cambodia;Waste;0.15200
1855;Cambodia;Waste;0.15200
1856;Cambodia;Waste;0.15100
1857;Cambodia;Waste;0.15100
1858;Cambodia;Waste;0.15100
1859;Cambodia;Waste;0.15100
1860;Cambodia;Waste;0.15100
1861;Cambodia;Waste;0.15100
1862;Cambodia;Waste;0.15100
1863;Cambodia;Waste;0.15000
1864;Cambodia;Waste;0.15000
1865;Cambodia;Waste;0.15000
